Trip.ID,Trip.start,Trip.end
290,1768269806,1768270345
291,1769716020,1769717610
292,1769894189,1769894985
293,1768862125,1768862463
294,1768445285,1768446164
295,1767967083,1767968499
296,1768784016,1768784943
297,1767246941,1767249169
298,1768768825,1768770188
299,1769320438,1769321130
300,1768456135,1768457830
301,1767660772,1767661682
302,1769643345,1769645790
303,1768676701,1768677396
304,1769794212,1769795124
305,1767243942,1767245274
306,1769649953,1769652013
307,1769111971,1769112809
308,1769832541,1769833088
309,1768049915,1768050785
310,1768333654,1768336825
311,1769631519,1769631771
312,1769833966,1769833966
313,1768308341,1768308729
314,1768570252,1768571352
315,1769518980,1769519820
316,1768595489,1768595598
317,1768260578,1768261286
318,1768799943,1768800742
319,1767734125,1767734416
320,1769547083,1769548350
321,1768576699,1768577112
322,1767794096,1767794752
323,1768431063,1768432147
324,1767307656,1767308224
325,1768195082,1768195886
326,1769919338,1769920377
327,1768884487,1768884862
328,1768927723,1768927907
329,1768590836,1768591898
330,1767739836,1767739836
331,1767592115,1767594728
332,1769825137,1769826223
333,1769784916,1769786329
334,1768954968,1768955988
335,1769329585,1769329910
336,1769294330,1769294601
337,1769206460,1769207130
338,1768307052,1768308469
339,1768752094,1768752713
340,1768768881,1768769325
341,1768588384,1768589699
342,1767515549,1767517408
343,1767452128,1767452232
344,1768483946,1768484110
345,1768638371,1768639334
346,1767926724,1767929044
347,1768521934,1768521943
348,1769917802,1769918569
349,1768366953,1768367583
350,1768972355,1768972887
351,1768716130,1768717029
352,1768662896,1768663430
353,1769302978,1769305703
354,1769920292,1769920478
355,1768171497,1768172427
356,1769783653,1769783961
357,1767994982,1767995415
358,1768532088,1768532816
359,1768083733,1768085264
360,1767716236,1767717016
361,1768754110,1768755359
362,1769867787,1769868759
363,1769724588,1769726715
364,1768429323,1768432543
365,1769914596,1769914981
366,1767270028,1767273031
367,1767906032,1767906573
368,1768754885,1768755152
369,1767329144,1767330233
370,1767456029,1767457081
371,1768313449,1768314258
372,1768447008,1768448108
373,1767341880,1767343067
374,1768359258,1768360042
375,1768918943,1768919780
376,1769809856,1769814584
377,1769465735,1769466186
378,1768584957,1768585483
379,1769863361,1769863799
380,1767837312,1767838490
381,1768098868,1768101011
382,1769637891,1769638193
383,1769565604,1769566136
384,1769808862,1769809298
385,1768864853,1768868730
386,1768085319,1768085718
387,1768912703,1768916544
388,1769526538,1769530829
389,1769557508,1769558633
390,1768714316,1768715399
391,1769232865,1769233480
392,1769552228,1769553419
393,1768108929,1768109438
394,1769108361,1769109947
395,1767826317,1767826691
396,1769223614,1769225138
397,1768426818,1768429112
398,1768405642,1768406815
399,1768506577,1768508251
400,1767832912,1767834244
401,1767796103,1767796888
402,1767734524,1767735256
403,1767958631,1767959618
404,1769723670,1769724034
405,1768862573,1768863448
406,1768053117,1768053720
407,1767861667,1767862577
408,1769631922,1769632644
409,1767747193,1767748879
410,1768339932,1768340187
411,1768854578,1768855105
412,1767459275,1767460198
413,1768598070,1768598933
414,1769731660,1769732513
415,1769382980,1769383769
416,1768335829,1768336322
417,1767457208,1767457695
418,1767540958,1767544213
419,1769005949,1769005949
420,1769040610,1769042078
421,1767715743,1767716305
422,1769750771,1769751125
423,1769318241,1769320097
424,1768639927,1768640825
425,1767751563,1767752294
426,1769161246,1769162569
427,1768704387,1768704920
428,1769471741,1769473228
429,1768606861,1768607136
430,1769547955,1769549567
431,1769736080,1769737179
432,1768240715,1768241715
433,1768582330,1768583499
434,1767284877,1767285274
435,1769321153,1769322056
436,1769348583,1769349717
437,1769043312,1769044071
438,1768949514,1768949688
439,1767968116,1767970044
440,1768507960,1768507973
441,1767384613,1767385025
442,1767384640,1767386793
443,1768172786,1768173302
444,1768684016,1768684599
445,1769530586,1769531544
446,1769265781,1769266215
447,1767713636,1767713862
448,1767824714,1767825761
449,1769226253,1769227421
450,1768936405,1768937789
451,1767405552,1767407590
452,1768075215,1768075641
453,1768503847,1768507776
454,1768072949,1768073892
455,1768080864,1768082388
456,1768955416,1768955833
457,1768042454,1768043274
458,1768933135,1768934438
459,1768793607,1768794218
460,1767581909,1767582843
461,1769666578,1769666958
462,1768538490,1768538812
463,1768620073,1768620898
464,1769291101,1769291345
465,1768168181,1768169359
466,1769738329,1769739550
467,1768917768,1768918784
468,1768522839,1768524126
469,1768006037,1768006887
470,1769616338,1769617768
471,1768437737,1768438563
472,1769264045,1769264242
473,1767376205,1767376663
474,1767412096,1767413152
475,1769736816,1769737275
476,1768426293,1768427166
477,1768756402,1768756712
478,1768012012,1768012483
479,1767894627,1767897631
480,1768247480,1768248473
481,1769457220,1769458147
482,1768538378,1768540983
483,1767730039,1767730781
484,1769789533,1769790275
485,1769733317,1769734743
486,1768709710,1768710857
487,1769131069,1769132344
488,1768074158,1768074947
489,1767626894,1767626898
490,1768623980,1768625968
491,1768593674,1768594593
492,1767936681,1767937748
493,1767503414,1767503721
494,1767790010,1767794181
495,1767802158,1767802814
496,1769897600,1769899725
497,1767841861,1767842397
498,1769149349,1769150081
499,1768163871,1768164473
500,1768603126,1768603541
501,1767629793,1767630648
502,1769652236,1769653577
503,1769891305,1769892263
504,1769542541,1769543233
505,1767465865,1767467010
506,1769313756,1769314032
507,1767471611,1767471611
508,1768442350,1768442553
509,1767955509,1767955852
510,1769823584,1769824868
511,1767917080,1767917317
512,1767477346,1767477514
513,1768734156,1768735735
514,1767420329,1767421809
515,1768950831,1768952676
516,1767515448,1767515674
517,1768180385,1768180689
518,1767624488,1767624756
519,1767245940,1767247140
520,1768485831,1768486470
521,1769207803,1769210441
522,1768258884,1768259255
523,1769629132,1769629617
524,1769921248,1769921621
525,1768328278,1768328657
526,1768939337,1768940051
527,1768247498,1768248485
528,1767833802,1767836034
529,1768420956,1768421458
530,1769918961,1769920074
531,1768225330,1768226064
532,1767491006,1767492158
533,1769806495,1769806866
534,1769802832,1769806310
535,1767502308,1767504048
536,1769212848,1769213550
537,1769228848,1769230076
538,1768058009,1768058993
539,1767457482,1767457611
540,1768356425,1768358088
541,1767703237,1767703937
542,1767247310,1767248304
543,1767985763,1767986928
544,1767315811,1767316786
545,1769316699,1769316818
546,1767630326,1767630867
547,1769858230,1769858460
548,1769812008,1769812460
549,1769132095,1769133969
550,1767330053,1767331208
551,1768646642,1768647055
552,1767938750,1767940074
553,1767401954,1767401980
554,1769835914,1769836749
555,1767560312,1767561797
556,1767909242,1767913314
557,1769791694,1769792029
558,1767497850,1767498697
559,1769149576,1769149943
560,1767653238,1767655323
561,1769129550,1769130587
562,1768722696,1768722968
563,1767672847,1767673221
564,1768436572,1768437854
565,1768772711,1768773869
566,1768840039,1768840654
567,1769462326,1769464675
568,1767919786,1767920079
569,1769879160,1769882838
570,1769052217,1769052636
571,1769011179,1769012012
572,1768996112,1768996644
573,1767838979,1767839229
574,1767819549,1767820650
575,1767998419,1767998744
576,1768274204,1768275910
577,1768432550,1768432970
578,1767483950,1767484049
579,1768999976,1769000735
580,1769049516,1769049662
581,1768006589,1768007430
582,1769346106,1769346466
583,1769198591,1769199595
584,1769891269,1769893206
585,1769478801,1769480768
586,1767823841,1767824248
587,1769844219,1769844798
588,1768183412,1768184800
589,1768712741,1768713091
590,1769312409,1769313682
591,1767702884,1767703133
592,1769544367,1769544539
593,1767913013,1767913324
594,1767479399,1767479804
595,1769599394,1769600955
596,1768865119,1768865952
597,1767482836,1767484238
598,1769215073,1769216466
599,1768086300,1768086770
600,1768709084,1768709897
601,1769805756,1769806923
602,1768517601,1768517928
603,1769906087,1769906839
604,1769745056,1769745739
605,1768620525,1768621449
606,1768716885,1768717429
607,1769476680,1769477700
608,1769892323,1769893883
609,1769907806,1769909687
610,1769841254,1769842538
611,1769448207,1769450029
612,1768064664,1768065255
613,1768778267,1768778844
614,1769099767,1769100072
615,1767458193,1767458705
616,1769510429,1769517035
617,1768360499,1768361907
618,1767958946,1767960127
619,1768426932,1768427634
620,1769645118,1769645795
621,1769921137,1769921523
622,1769291907,1769292481
623,1767924372,1767926208
624,1768819559,1768820102
625,1767300456,1767300682
626,1769720112,1769723907
627,1769745773,1769746203
628,1767974314,1767974994
629,1769607190,1769609466
630,1768972721,1768973963
631,1768226108,1768226318
632,1769816601,1769818329
633,1768610423,1768611173
634,1768105279,1768105851
635,1767876815,1767877432
636,1767697971,1767700713
637,1768943814,1768944738
638,1769547453,1769548650
639,1767848158,1767849129
640,1768523042,1768524064
641,1769309877,1769310422
642,1769804170,1769805545
643,1767475429,1767476005
644,1769206957,1769207619
645,1769105579,1769106992
646,1769271996,1769271996
647,1768272174,1768273011
648,1769706819,1769707277
649,1767829828,1767830306
650,1769011206,1769012152
651,1767918394,1767919201
652,1769208317,1769208790
653,1768273244,1768273977
654,1769292981,1769293333
655,1769303903,1769304468
656,1768339498,1768339922
657,1769616558,1769618996
658,1767991818,1767993376
659,1768787863,1768788222
660,1768932408,1768933006
661,1769620744,1769625029
662,1769817442,1769817442
663,1768827211,1768827827
664,1768792163,1768792384
665,1768326028,1768326934
666,1769093400,1769095657
667,1768177314,1768177358
668,1768578837,1768579866
669,1768588706,1768590258
670,1767426526,1767428345
671,1769442947,1769443886
672,1768226187,1768227034
673,1768413790,1768415032
674,1768717353,1768718525
675,1767396156,1767397189
676,1768073816,1768074228
677,1769655213,1769656056
678,1768915044,1768915050
679,1768516181,1768516699
680,1767302092,1767302742
681,1767909376,1767909757
682,1768952771,1768954677
683,1769282846,1769284160
684,1767787805,1767787822
685,1768527850,1768529141
686,1768717637,1768718485
687,1767299583,1767300257
688,1769562948,1769564225
689,1768496964,1768497521
690,1768201920,1768202430
691,1767806270,1767809656
692,1769730342,1769730805
693,1768916072,1768917915
694,1767738218,1767739072
695,1768165910,1768168352
696,1767835772,1767836817
697,1769849925,1769851563
698,1767814193,1767814198
699,1768304615,1768304982
700,1768702243,1768703578
701,1768960534,1768961390
702,1769279498,1769280238
703,1767798019,1767799440
704,1767991218,1767991661
705,1769103545,1769104512
706,1769289635,1769289961
707,1767564608,1767565968
708,1768333794,1768334512
709,1768079277,1768080473
710,1768523768,1768524770
711,1767728320,1767730256
712,1769735834,1769737089
713,1768415844,1768416940
714,1768761845,1768762749
715,1769030681,1769031161
716,1768852880,1768853434
717,1769799897,1769800893
718,1768534904,1768535180
719,1767542804,1767543638
720,1768776348,1768777407
721,1768772651,1768774072
722,1767711904,1767712143
723,1767822729,1767822741
724,1768479712,1768480238
725,1768844625,1768844936
726,1767400382,1767401019
727,1769641260,1769641980
728,1769385628,1769385628
729,1768526674,1768527067
730,1768867346,1768868940
731,1769655970,1769656223
732,1767970559,1767972356
733,1768529858,1768530382
734,1769844339,1769845124
735,1769763684,1769764369
736,1769903695,1769905057
737,1769275720,1769276527
738,1769227053,1769228030
739,1767739918,1767741267
740,1767358526,1767360508
741,1769202649,1769205047
742,1769525126,1769525871
743,1768838805,1768839440
744,1769334350,1769334658
745,1768069897,1768070856
746,1769191751,1769192004
747,1768095218,1768096394
748,1767727655,1767727900
749,1768755786,1768755882
750,1767788648,1767789334
751,1767660598,1767661276
752,1769319735,1769320122
753,1768428400,1768432000
754,1767820972,1767821668
755,1767802992,1767803259
756,1769788064,1769789032
757,1769150224,1769150334
758,1767803533,1767804357
759,1768856351,1768856836
760,1767393519,1767394020
761,1768660249,1768660560
762,1768932294,1768933074
763,1767247326,1767248049
764,1769629032,1769629938
765,1767811449,1767812589
766,1768072790,1768073147
767,1769100130,1769101546
768,1769202855,1769205252
769,1768160535,1768161875
770,1769821318,1769823639
771,1769651270,1769652600
772,1769476724,1769477601
773,1768193653,1768194622
774,1769647430,1769648093
775,1767319517,1767319832
776,1768500980,1768501411
777,1768322513,1768326018
778,1769563383,1769563859
779,1769834732,1769835800
780,1768498580,1768499134
781,1768612304,1768612428
782,1768610507,1768611295
783,1769744676,1769745096
784,1768143213,1768143323
785,1769128110,1769130246
786,1769022126,1769022885
787,1767558264,1767559407
788,1769209163,1769209743
789,1767568029,1767568900
790,1767809834,1767810720
791,1768343748,1768343980
792,1769181212,1769181574
793,1767821843,1767824636
794,1769088837,1769090402
795,1769460714,1769461439
796,1769735736,1769736999
797,1767912085,1767912295
798,1767953646,1767955996
799,1769229301,1769229929
800,1768253349,1768253569
801,1768087200,1768088880
802,1769808875,1769809837
803,1769121515,1769122060
804,1767885651,1767886172
805,1768710102,1768710419
806,1769310252,1769310870
807,1768647394,1768650247
808,1768310644,1768311258
809,1769602471,1769603249
810,1768074161,1768077206
811,1768232238,1768240685
812,1769300429,1769301995
813,1768159984,1768160986
814,1769089097,1769091512
815,1767508514,1767509614
816,1768065886,1768067177
817,1768165873,1768166920
818,1769199173,1769200357
819,1768011888,1768012367
820,1768400261,1768400439
821,1768341508,1768341781
822,1769019083,1769019137
823,1769654078,1769654765
824,1769133464,1769134222
825,1767284260,1767284693
826,1767249654,1767250594
827,1767915797,1767916599
828,1767295993,1767296785
829,1769707557,1769708212
830,1767999516,1767999747
831,1769021956,1769023362
832,1769181766,1769182840
833,1767466289,1767466903
834,1769281847,1769282757
835,1768676005,1768676676
836,1769695252,1769696748
837,1767258363,1767259276
838,1769808877,1769810680
839,1768765322,1768766337
840,1769210618,1769211126
841,1767883976,1767885488
842,1767908439,1767908439
843,1769551585,1769553136
844,1768614286,1768615365
845,1768159533,1768160810
846,1768101697,1768103125
847,1767888051,1767888786
848,1769881008,1769881640
849,1769555251,1769557465
850,1767675425,1767676302
851,1769777182,1769777900
852,1768300727,1768302084
853,1768435221,1768435654
854,1769460492,1769461366
855,1768277019,1768279413
856,1769173098,1769173734
857,1768913860,1768914686
858,1767489854,1767490397
859,1767488369,1767489040
860,1768920101,1768922070
861,1767374342,1767375176
862,1769615400,1769616480
863,1768734361,1768735808
864,1767518939,1767519534
865,1768133390,1768134069
866,1767411234,1767411801
867,1767544456,1767544755
868,1768324307,1768324889
869,1769314419,1769315361
870,1768081797,1768082045
871,1769398020,1769399029
872,1769042021,1769043038
873,1768424993,1768425267
874,1768339741,1768340454
875,1768186154,1768186312
876,1768651447,1768654087
877,1769883867,1769884511
878,1767637134,1767637473
879,1767494321,1767494947
880,1767470442,1767470798
881,1769841421,1769841700
882,1767379732,1767380319
883,1768544273,1768544658
884,1769363960,1769364231
885,1767919122,1767919246
886,1767248188,1767249075
887,1768428698,1768430088
888,1769127943,1769128773
889,1769632398,1769633505
890,1769555623,1769556203
891,1769089224,1769090233
892,1768875801,1768877660
893,1769214325,1769216100
894,1769623150,1769624449
895,1768530306,1768531471
896,1767311940,1767313705
897,1769027627,1769027829
898,1767384991,1767385307
899,1767902827,1767903397
900,1767245383,1767245480
901,1768425845,1768427148
902,1768525527,1768526100
903,1767792442,1767793194
904,1768650021,1768650027
905,1767845195,1767846170
906,1767593928,1767594517
907,1769776396,1769778138
908,1767994638,1767994802
909,1767705761,1767705768
910,1768167546,1768169562
911,1769045076,1769045726
912,1768355709,1768356177
913,1769189727,1769190952
914,1767887745,1767889029
915,1767826108,1767826559
916,1767945498,1767946340
917,1769825591,1769827887
918,1768930476,1768931115
919,1768716526,1768717673
920,1768033182,1768033433
921,1767451920,1767452425
922,1769617957,1769619556
923,1768863024,1768863376
924,1767493421,1767493779
925,1767478879,1767479230
926,1769001240,1769004120
927,1767838773,1767839506
928,1768065878,1768066443
929,1769610515,1769610963
930,1769687215,1769687603
931,1768262191,1768263228
932,1768599086,1768600011
933,1769117341,1769117901
934,1767765767,1767766180
935,1768143757,1768144137
936,1768392838,1768393798
937,1769287384,1769287913
938,1768605767,1768606156
939,1768361837,1768363055
940,1768340337,1768341093
941,1769802909,1769805613
942,1769044325,1769044971
943,1768417478,1768417894
944,1768570356,1768570780
945,1768516808,1768517228
946,1769920442,1769922073
947,1769025663,1769026026
948,1767449390,1767450323
949,1768848559,1768849036
950,1768952152,1768952754
951,1768961370,1768962110
952,1768674783,1768675606
953,1767412723,1767413823
954,1767809107,1767809753
955,1769633162,1769633354
956,1768705254,1768705703
957,1768629328,1768629762
958,1767301627,1767301642
959,1768005746,1768006169
960,1767811578,1767812117
961,1769521388,1769522254
962,1769616613,1769618340
963,1767318333,1767319109
964,1767580421,1767581570
965,1768171961,1768172760
966,1769528793,1769529004
967,1769543275,1769543909
968,1769718026,1769719112
969,1768253531,1768255450
970,1769745385,1769746234
971,1769026495,1769027026
972,1769456535,1769457457
973,1768053000,1768053405
974,1767899699,1767901334
975,1767981683,1767981939
976,1768114920,1768115340
977,1767700816,1767701848
978,1769555467,1769556565
979,1767787153,1767789020
980,1768628198,1768629543
981,1767498085,1767498458
982,1769888128,1769889521
983,1767496337,1767496674
984,1769195061,1769196593
985,1769194410,1769195822
986,1768031215,1768031978
987,1768578500,1768579575
988,1769311579,1769312447
989,1769315524,1769316173
990,1768164632,1768165538
991,1768994574,1768995122
992,1769644767,1769645368
993,1768088370,1768088977
994,1768609571,1768609945
995,1768783102,1768783674
996,1768669245,1768669634
997,1769108762,1769109337
998,1767469885,1767470117
999,1769178127,1769178823
